  idx        ==1700A==         |        ==1800A==         |        ==1900A==         |        ==2000A==         |        ==2100A==         |        ==2200A==         |        ==2300A==         |        ==2400A==         |        ==2500A==         |        ==2600A==         |        ==2700A==         |  
          Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |  
-----  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  
   78     0.2397     1.43e-10  |     0.2085     2.94e-10  |     0.1772     5.37e-10  |     0.1460     8.68e-10  |     0.1226     1.41e-09  |     0.1015     2.13e-09  |     0.0828     3.12e-09  |     0.0648     4.55e-09  |     0.0469     5.71e-09  |     0.0328     8.26e-09  |     0.0180     1.13e-08  |  
   79     0.2428     1.48e-10  |     0.2111     2.86e-10  |     0.1795     5.30e-10  |     0.1479     8.46e-10  |     0.1241     1.44e-09  |     0.1028     2.13e-09  |     0.0838     3.02e-09  |     0.0656     4.44e-09  |     0.0474     6.34e-09  |     0.0332     8.48e-09  |     0.0182     1.12e-08  |  
   80     0.2459     1.51e-10  |     0.2138     2.79e-10  |     0.1818     4.92e-10  |     0.1497     9.42e-10  |     0.1257     1.41e-09  |     0.1041     2.17e-09  |     0.0849     3.14e-09  |     0.0665     4.54e-09  |     0.0481     6.11e-09  |     0.0336     8.37e-09  |     0.0184     1.09e-08  |  
   81     0.2489     1.46e-10  |     0.2165     2.97e-10  |     0.1840     5.53e-10  |     0.1516     8.23e-10  |     0.1273     1.44e-09  |     0.1054     2.12e-09  |     0.0859     3.26e-09  |     0.0673     4.59e-09  |     0.0486     6.01e-09  |     0.0340     8.21e-09  |     0.0186     1.06e-08  |  
   82     0.2520     1.51e-10  |     0.2192     2.93e-10  |     0.1863     5.24e-10  |     0.1535     9.22e-10  |     0.1289     1.38e-09  |     0.1067     2.09e-09  |     0.0870     3.20e-09  |     0.0681     4.52e-09  |     0.0493     6.29e-09  |     0.0345     8.49e-09  |     0.0189     1.04e-08  |  
   83     0.2551     1.36e-10  |     0.2218     2.80e-10  |     0.1886     5.26e-10  |     0.1554     8.46e-10  |     0.1304     1.37e-09  |     0.1080     2.23e-09  |     0.0881     3.08e-09  |     0.0690     4.64e-09  |     0.0498     6.09e-09  |     0.0349     8.37e-09  |     0.0191     1.07e-08  |  
   84     0.2581     1.41e-10  |     0.2245     3.01e-10  |     0.1909     5.12e-10  |     0.1572     8.97e-10  |     0.1320     1.31e-09  |     0.1093     2.18e-09  |     0.0891     3.32e-09  |     0.0698     4.37e-09  |     0.0505     6.50e-09  |     0.0353     8.43e-09  |     0.0193     1.01e-08  |  
   85     0.2612     1.60e-10  |     0.2272     2.84e-10  |     0.1931     5.24e-10  |     0.1591     8.34e-10  |     0.1336     1.39e-09  |     0.1106     2.14e-09  |     0.0902     3.15e-09  |     0.0706     4.63e-09  |     0.0510     6.32e-09  |     0.0357     8.39e-09  |     0.0196     1.05e-08  |  
   86     0.2643     1.47e-10  |     0.2298     2.86e-10  |     0.1954     5.06e-10  |     0.1610     9.02e-10  |     0.1352     1.40e-09  |     0.1119     2.12e-09  |     0.0912     3.06e-09  |     0.0714     4.36e-09  |     0.0517     6.01e-09  |     0.0362     8.18e-09  |     0.0198     1.09e-08  |  
   87     0.2674     1.52e-10  |     0.2325     2.95e-10  |     0.1977     5.08e-10  |     0.1628     8.89e-10  |     0.1367     1.46e-09  |     0.1132     2.19e-09  |     0.0923     3.20e-09  |     0.0723     4.58e-09  |     0.0522     6.21e-09  |     0.0366     7.63e-09  |     0.0200     1.07e-08  |  
   88     0.2704     1.47e-10  |     0.2352     2.77e-10  |     0.2000     5.38e-10  |     0.1647     8.80e-10  |     0.1383     1.45e-09  |     0.1145     2.27e-09  |     0.0934     3.37e-09  |     0.0731     4.52e-09  |     0.0529     6.31e-09  |     0.0370     8.40e-09  |     0.0203     1.04e-08  |  
   89     0.2735     1.53e-10  |     0.2379     3.02e-10  |     0.2022     5.35e-10  |     0.1666     8.85e-10  |     0.1399     1.39e-09  |     0.1158     2.22e-09  |     0.0944     3.07e-09  |     0.0739     4.41e-09  |     0.0534     6.46e-09  |     0.0374     8.33e-09  |     0.0205     1.06e-08  |  
   90     0.2766     1.52e-10  |     0.2405     2.95e-10  |     0.2045     5.06e-10  |     0.1685     8.43e-10  |     0.1414     1.39e-09  |     0.1171     2.11e-09  |     0.0955     3.01e-09  |     0.0748     4.88e-09  |     0.0541     5.95e-09  |     0.0378     8.16e-09  |     0.0207     1.09e-08  |  
   91     0.2797     1.37e-10  |     0.2432     2.97e-10  |     0.2068     5.16e-10  |     0.1703     8.59e-10  |     0.1430     1.44e-09  |     0.1184     2.15e-09  |     0.0966     3.12e-09  |     0.0756     4.43e-09  |     0.0546     6.10e-09  |     0.0383     7.94e-09  |     0.0209     1.12e-08  |  
   92     0.2827     1.48e-10  |     0.2459     2.87e-10  |     0.2091     5.41e-10  |     0.1722     9.07e-10  |     0.1446     1.53e-09  |     0.1197     2.11e-09  |     0.0976     3.18e-09  |     0.0764     4.49e-09  |     0.0553     5.93e-09  |     0.0387     8.49e-09  |     0.0212     1.10e-08  |  
   93     0.2858     1.45e-10  |     0.2486     2.73e-10  |     0.2113     5.19e-10  |     0.1741     8.95e-10  |     0.1462     1.47e-09  |     0.1210     2.25e-09  |     0.0987     3.08e-09  |     0.0773     4.52e-09  |     0.0559     5.96e-09  |     0.0391     8.66e-09  |     0.0214     1.01e-08  |  
   94     0.2889     1.47e-10  |     0.2512     2.86e-10  |     0.2136     5.15e-10  |     0.1760     8.89e-10  |     0.1477     1.45e-09  |     0.1223     2.18e-09  |     0.0997     3.30e-09  |     0.0781     4.51e-09  |     0.0565     6.26e-09  |     0.0395     8.31e-09  |     0.0216     1.02e-08  |  
   95     0.2919     1.40e-10  |     0.2539     2.86e-10  |     0.2159     5.19e-10  |     0.1778     9.64e-10  |     0.1493     1.36e-09  |     0.1236     2.21e-09  |     0.1008     3.07e-09  |     0.0789     4.35e-09  |     0.0571     6.29e-09  |     0.0399     8.44e-09  |     0.0219     1.08e-08  |  
   96     0.2950     1.46e-10  |     0.2566     2.84e-10  |     0.2181     5.22e-10  |     0.1797     9.03e-10  |     0.1509     1.39e-09  |     0.1249     2.08e-09  |     0.1019     3.19e-09  |     0.0798     4.44e-09  |     0.0577     6.05e-09  |     0.0404     8.23e-09  |     0.0221     1.04e-08  |  
   97     0.2981     1.47e-10  |     0.2592     2.83e-10  |     0.2204     5.26e-10  |     0.1816     9.04e-10  |     0.1524     1.35e-09  |     0.1262     2.15e-09  |     0.1029     3.12e-09  |     0.0806     4.43e-09  |     0.0583     6.01e-09  |     0.0408     8.44e-09  |     0.0223     1.03e-08  |  
   98     0.3012     1.51e-10  |     0.2619     2.75e-10  |     0.2227     5.14e-10  |     0.1834     8.93e-10  |     0.1540     1.38e-09  |     0.1275     2.11e-09  |     0.1040     3.29e-09  |     0.0814     4.50e-09  |     0.0589     6.12e-09  |     0.0412     8.11e-09  |     0.0226     1.10e-08  |  
   99     0.3042     1.52e-10  |     0.2646     2.87e-10  |     0.2250     5.07e-10  |     0.1853     9.11e-10  |     0.1556     1.35e-09  |     0.1288     2.11e-09  |     0.1051     3.28e-09  |     0.0823     4.58e-09  |     0.0595     6.21e-09  |     0.0416     8.56e-09  |     0.0228     1.14e-08  |  
  100     0.3073     1.52e-10  |     0.2673     2.80e-10  |     0.2272     5.25e-10  |     0.1872     8.64e-10  |     0.1572     1.43e-09  |     0.1301     2.14e-09  |     0.1061     3.20e-09  |     0.0831     4.43e-09  |     0.0601     6.12e-09  |     0.0420     8.79e-09  |     0.0230     1.09e-08  |  
  101     0.3104     1.54e-10  |     0.2699     2.88e-10  |     0.2295     5.21e-10  |     0.1891     9.59e-10  |     0.1587     1.39e-09  |     0.1314     2.00e-09  |     0.1072     3.41e-09  |     0.0839     4.46e-09  |     0.0607     6.12e-09  |     0.0425     8.10e-09  |     0.0232     1.08e-08  |  
  102     0.3135     1.48e-10  |     0.2726     3.06e-10  |     0.2318     5.27e-10  |     0.1909     9.05e-10  |     0.1603     1.40e-09  |     0.1327     2.17e-09  |     0.1082     3.14e-09  |     0.0847     4.50e-09  |     0.0613     6.25e-09  |     0.0429     8.44e-09  |     0.0235     1.08e-08  |  
  103     0.3165     1.49e-10  |     0.2753     2.74e-10  |     0.2340     5.20e-10  |     0.1928     8.97e-10  |     0.1619     1.44e-09  |     0.1340     2.18e-09  |     0.1093     3.22e-09  |     0.0856     4.51e-09  |     0.0619     6.42e-09  |     0.0433     7.78e-09  |     0.0237     1.10e-08  |  
  104     0.3196     1.46e-10  |     0.2780     2.87e-10  |     0.2363     5.38e-10  |     0.1947     8.99e-10  |     0.1634     1.36e-09  |     0.1353     2.16e-09  |     0.1104     3.09e-09  |     0.0864     4.48e-09  |     0.0625     6.01e-09  |     0.0437     8.68e-09  |     0.0239     1.09e-08  |  
  105     0.3227     1.46e-10  |     0.2806     2.68e-10  |     0.2386     5.42e-10  |     0.1966     8.55e-10  |     0.1650     1.34e-09  |     0.1366     2.14e-09  |     0.1114     3.23e-09  |     0.0872     4.64e-09  |     0.0631     6.02e-09  |     0.0441     8.31e-09  |     0.0242     1.08e-08  |  
  106     0.3257     1.45e-10  |     0.2833     2.78e-10  |     0.2409     5.30e-10  |     0.1984     8.64e-10  |     0.1666     1.36e-09  |     0.1379     2.21e-09  |     0.1125     3.15e-09  |     0.0881     4.40e-09  |     0.0637     6.18e-09  |     0.0446     8.46e-09  |     0.0244     1.12e-08  |  
  107     0.3288     1.43e-10  |     0.2860     2.90e-10  |     0.2431     5.32e-10  |     0.2003     8.37e-10  |     0.1682     1.48e-09  |     0.1392     2.15e-09  |     0.1135     3.39e-09  |     0.0889     4.50e-09  |     0.0643     6.12e-09  |     0.0450     8.56e-09  |     0.0246     1.12e-08  |  
  108     0.3319     1.48e-10  |     0.2887     3.05e-10  |     0.2454     5.29e-10  |     0.2022     8.97e-10  |     0.1697     1.48e-09  |     0.1405     2.26e-09  |     0.1146     3.24e-09  |     0.0897     4.38e-09  |     0.0649     6.40e-09  |     0.0454     8.40e-09  |     0.0249     1.12e-08  |  
  109     0.3350     1.41e-10  |     0.2913     2.81e-10  |     0.2477     5.06e-10  |     0.2040     9.06e-10  |     0.1713     1.47e-09  |     0.1418     2.22e-09  |     0.1157     3.00e-09  |     0.0906     4.49e-09  |     0.0655     5.94e-09  |     0.0458     8.60e-09  |     0.0251     1.17e-08  |  
  110     0.3380     1.43e-10  |     0.2940     3.02e-10  |     0.2500     5.04e-10  |     0.2059     8.73e-10  |     0.1729     1.40e-09  |     0.1431     2.21e-09  |     0.1167     3.24e-09  |     0.0914     4.73e-09  |     0.0661     6.38e-09  |     0.0462     8.42e-09  |     0.0253     1.15e-08  |  
  111     0.3411     1.47e-10  |     0.2967     2.91e-10  |     0.2522     5.27e-10  |     0.2078     8.82e-10  |     0.1744     1.44e-09  |     0.1444     2.33e-09  |     0.1178     3.16e-09  |     0.0922     4.61e-09  |     0.0667     6.10e-09  |     0.0467     8.61e-09  |     0.0256     1.16e-08  |  
  112     0.3442     1.46e-10  |     0.2993     2.79e-10  |     0.2545     5.34e-10  |     0.2097     8.81e-10  |     0.1760     1.38e-09  |     0.1457     2.24e-09  |     0.1188     3.27e-09  |     0.0930     4.49e-09  |     0.0673     5.98e-09  |     0.0471     8.58e-09  |     0.0258     1.04e-08  |  
  113     0.3473     1.39e-10  |     0.3020     2.80e-10  |     0.2568     5.18e-10  |     0.2115     8.61e-10  |     0.1776     1.43e-09  |     0.1470     2.13e-09  |     0.1199     3.12e-09  |     0.0939     4.48e-09  |     0.0679     5.86e-09  |     0.0475     8.17e-09  |     0.0260     1.13e-08  |  
  114     0.3503     1.56e-10  |     0.3047     2.93e-10  |     0.2590     5.21e-10  |     0.2134     8.93e-10  |     0.1792     1.44e-09  |     0.1484     2.17e-09  |     0.1210     3.34e-09  |     0.0947     4.70e-09  |     0.0685     6.10e-09  |     0.0479     8.50e-09  |     0.0262     1.10e-08  |  
  115     0.3534     1.49e-10  |     0.3074     2.97e-10  |     0.2613     5.07e-10  |     0.2153     9.27e-10  |     0.1807     1.34e-09  |     0.1497     2.15e-09  |     0.1220     3.14e-09  |     0.0955     4.58e-09  |     0.0691     6.02e-09  |     0.0483     7.99e-09  |     0.0265     1.10e-08  |  
  116     0.3565     1.53e-10  |     0.3100     2.77e-10  |     0.2636     5.10e-10  |     0.2171     8.89e-10  |     0.1823     1.39e-09  |     0.1510     2.11e-09  |     0.1231     3.13e-09  |     0.0964     4.34e-09  |     0.0697     6.21e-09  |     0.0488     7.92e-09  |     0.0267     1.01e-08  |  
  117     0.3595     1.40e-10  |     0.3127     2.85e-10  |     0.2659     5.04e-10  |     0.2190     8.85e-10  |     0.1839     1.48e-09  |     0.1522     2.10e-09  |     0.1241     3.03e-09  |     0.0972     4.68e-09  |     0.0703     6.49e-09  |     0.0492     8.49e-09  |     0.0269     1.04e-08  |  
  118     0.3626     1.39e-10  |     0.3154     3.01e-10  |     0.2681     5.30e-10  |     0.2209     9.25e-10  |     0.1855     1.39e-09  |     0.1535     2.21e-09  |     0.1252     3.24e-09  |     0.0980     4.52e-09  |     0.0709     6.35e-09  |     0.0496     8.48e-09  |     0.0272     1.06e-08  |  
  119     0.3657     1.49e-10  |     0.3180     2.80e-10  |     0.2704     5.30e-10  |     0.2228     8.51e-10  |     0.1870     1.42e-09  |     0.1548     2.18e-09  |     0.1263     3.32e-09  |     0.0989     4.36e-09  |     0.0715     6.45e-09  |     0.0500     7.79e-09  |     0.0274     1.11e-08  |  
  120     0.3688     1.49e-10  |     0.3207     2.85e-10  |     0.2727     5.09e-10  |     0.2246     8.71e-10  |     0.1886     1.46e-09  |     0.1562     2.15e-09  |     0.1273     3.13e-09  |     0.0997     4.56e-09  |     0.0721     6.12e-09  |     0.0505     8.29e-09  |     0.0276     1.07e-08  |  
  121     0.3718     1.46e-10  |     0.3234     2.86e-10  |     0.2749     5.22e-10  |     0.2265     8.46e-10  |     0.1902     1.39e-09  |     0.1575     2.29e-09  |     0.1284     3.26e-09  |     0.1005     4.56e-09  |     0.0727     6.12e-09  |     0.0509     8.01e-09  |     0.0279     1.07e-08  |  
  122     0.3749     1.46e-10  |     0.3261     2.99e-10  |     0.2772     5.17e-10  |     0.2284     8.47e-10  |     0.1917     1.37e-09  |     0.1588     2.20e-09  |     0.1295     3.18e-09  |     0.1014     4.60e-09  |     0.0733     6.46e-09  |     0.0513     8.00e-09  |     0.0281     1.13e-08  |  
  123     0.3780     1.54e-10  |     0.3287     2.72e-10  |     0.2795     5.16e-10  |     0.2302     8.88e-10  |     0.1933     1.36e-09  |     0.1601     2.20e-09  |     0.1305     3.05e-09  |     0.1022     4.47e-09  |     0.0739     6.51e-09  |     0.0517     7.78e-09  |     0.0283     1.08e-08  |  
  124     0.3811     1.48e-10  |     0.3314     2.80e-10  |     0.2818     4.99e-10  |     0.2321     8.58e-10  |     0.1949     1.38e-09  |     0.1614     2.20e-09  |     0.1316     3.11e-09  |     0.1030     4.40e-09  |     0.0745     5.88e-09  |     0.0521     8.22e-09  |     0.0285     1.07e-08  |  
  125     0.3841     1.49e-10  |     0.3341     2.93e-10  |     0.2840     5.26e-10  |     0.2340     8.89e-10  |     0.1965     1.46e-09  |     0.1627     2.13e-09  |     0.1326     3.23e-09  |     0.1038     4.41e-09  |     0.0751     6.43e-09  |     0.0525     8.02e-09  |     0.0288     1.07e-08  |  
  126     0.3872     1.47e-10  |     0.3368     2.73e-10  |     0.2863     5.20e-10  |     0.2359     8.87e-10  |     0.1980     1.45e-09  |     0.1640     2.24e-09  |     0.1337     3.10e-09  |     0.1047     4.53e-09  |     0.0757     6.26e-09  |     0.0530     8.54e-09  |     0.0290     1.11e-08  |  
  127     0.3903     1.48e-10  |     0.3394     3.01e-10  |     0.2886     5.29e-10  |     0.2377     9.12e-10  |     0.1996     1.40e-09  |     0.1653     2.22e-09  |     0.1348     3.14e-09  |     0.1055     4.46e-09  |     0.0763     5.95e-09  |     0.0534     8.30e-09  |     0.0292     1.05e-08  |  
  128     0.3933     1.45e-10  |     0.3421     2.82e-10  |     0.2908     5.18e-10  |     0.2396     8.94e-10  |     0.2012     1.40e-09  |     0.1666     2.26e-09  |     0.1358     3.26e-09  |     0.1064     4.34e-09  |     0.0769     6.12e-09  |     0.0538     8.60e-09  |     0.0295     1.09e-08  |  
  129     0.3964     1.47e-10  |     0.3448     2.88e-10  |     0.2931     5.10e-10  |     0.2415     8.79e-10  |     0.2027     1.42e-09  |     0.1679     2.17e-09  |     0.1369     3.10e-09  |     0.1072     4.61e-09  |     0.0775     6.02e-09  |     0.0542     8.27e-09  |     0.0297     1.03e-08  |  
  130     0.3995     1.45e-10  |     0.3474     2.92e-10  |     0.2954     5.19e-10  |     0.2433     8.58e-10  |     0.2043     1.41e-09  |     0.1692     2.17e-09  |     0.1379     2.98e-09  |     0.1080     4.52e-09  |     0.0781     6.20e-09  |     0.0546     8.09e-09  |     0.0299     1.00e-08  |  
  131     0.4026     1.46e-10  |     0.3501     2.70e-10  |     0.2977     5.16e-10  |     0.2452     8.61e-10  |     0.2059     1.44e-09  |     0.1705     2.19e-09  |     0.1390     3.17e-09  |     0.1088     4.51e-09  |     0.0787     5.97e-09  |     0.0551     8.43e-09  |     0.0302     1.06e-08  |  
  132     0.4057     1.42e-10  |     0.3528     2.81e-10  |     0.2999     5.14e-10  |     0.2471     8.50e-10  |     0.2074     1.37e-09  |     0.1718     2.16e-09  |     0.1401     3.08e-09  |     0.1097     4.56e-09  |     0.0793     6.09e-09  |     0.0555     8.22e-09  |     0.0304     1.11e-08  |  
  133     0.4087     1.45e-10  |     0.3555     2.84e-10  |     0.3022     5.10e-10  |     0.2490     8.74e-10  |     0.2090     1.36e-09  |     0.1731     2.08e-09  |     0.1411     3.26e-09  |     0.1105     4.55e-09  |     0.0799     6.20e-09  |     0.0559     8.42e-09  |     0.0306     1.11e-08  |  
  134     0.4118     1.42e-10  |     0.3581     2.92e-10  |     0.3045     5.04e-10  |     0.2508     9.01e-10  |     0.2106     1.42e-09  |     0.1744     2.12e-09  |     0.1422     3.22e-09  |     0.1113     4.50e-09  |     0.0805     6.36e-09  |     0.0563     8.15e-09  |     0.0308     1.05e-08  |  
  135     0.4149     1.45e-10  |     0.3608     2.83e-10  |     0.3068     5.30e-10  |     0.2527     8.50e-10  |     0.2122     1.33e-09  |     0.1757     2.25e-09  |     0.1432     3.24e-09  |     0.1122     4.63e-09  |     0.0811     6.30e-09  |     0.0568     7.90e-09  |     0.0311     1.06e-08  |  
  136     0.4179     1.48e-10  |     0.3635     2.91e-10  |     0.3090     5.00e-10  |     0.2546     8.37e-10  |     0.2137     1.38e-09  |     0.1770     2.26e-09  |     0.1443     3.16e-09  |     0.1130     4.61e-09  |     0.0817     5.94e-09  |     0.0572     8.58e-09  |     0.0313     1.11e-08  |  
  137     0.4210     1.48e-10  |     0.3662     2.87e-10  |     0.3113     5.11e-10  |     0.2565     8.79e-10  |     0.2153     1.42e-09  |     0.1783     2.07e-09  |     0.1454     3.11e-09  |     0.1138     4.65e-09  |     0.0823     6.56e-09  |     0.0576     7.89e-09  |     0.0315     1.11e-08  |  
  138     0.4241     1.41e-10  |     0.3688     2.94e-10  |     0.3136     4.96e-10  |     0.2583     8.59e-10  |     0.2169     1.39e-09  |     0.1796     2.16e-09  |     0.1464     3.22e-09  |     0.1147     4.35e-09  |     0.0829     6.02e-09  |     0.0580     8.09e-09  |     0.0318     1.07e-08  |  
  139     0.4272     1.46e-10  |     0.3715     2.77e-10  |     0.3159     5.49e-10  |     0.2602     8.19e-10  |     0.2185     1.39e-09  |     0.1809     2.19e-09  |     0.1475     3.15e-09  |     0.1155     4.20e-09  |     0.0835     6.01e-09  |     0.0584     8.13e-09  |     0.0320     1.10e-08  |  
  140     0.4302     1.43e-10  |     0.3742     2.92e-10  |     0.3181     5.12e-10  |     0.2621     8.87e-10  |     0.2200     1.46e-09  |     0.1822     2.19e-09  |     0.1485     3.09e-09  |     0.1163     4.64e-09  |     0.0841     6.16e-09  |     0.0589     7.75e-09  |     0.0322     1.04e-08  |  
  141     0.4333     1.36e-10  |     0.3769     2.95e-10  |     0.3204     4.94e-10  |     0.2639     8.52e-10  |     0.2216     1.45e-09  |     0.1835     2.17e-09  |     0.1496     3.09e-09  |     0.1172     4.48e-09  |     0.0847     6.17e-09  |     0.0593     8.54e-09  |     0.0325     1.10e-08  |  
  142     0.4364     1.47e-10  |     0.3795     2.77e-10  |     0.3227     5.33e-10  |     0.2658     8.62e-10  |     0.2232     1.45e-09  |     0.1848     2.10e-09  |     0.1507     3.15e-09  |     0.1180     4.33e-09  |     0.0853     6.30e-09  |     0.0597     8.14e-09  |     0.0327     1.07e-08  |  
  143     0.4395     1.47e-10  |     0.3822     2.88e-10  |     0.3249     5.07e-10  |     0.2677     8.84e-10  |     0.2247     1.36e-09  |     0.1861     2.18e-09  |     0.1517     3.22e-09  |     0.1188     4.32e-09  |     0.0859     6.26e-09  |     0.0601     8.06e-09  |     0.0329     1.07e-08  |  
  144     0.4425     1.37e-10  |     0.3849     2.86e-10  |     0.3272     5.15e-10  |     0.2696     8.62e-10  |     0.2263     1.36e-09  |     0.1874     2.12e-09  |     0.1528     3.21e-09  |     0.1196     4.44e-09  |     0.0865     5.92e-09  |     0.0605     8.36e-09  |     0.0331     1.05e-08  |  
